chr1,chr2,start1,end1,start2,end2,count
chr21,chr21,14850000,14900000,14900000,14950000,1
chr21,chr21,14850000,14900000,15250000,15300000,1
chr21,chr21,14900000,14950000,14850000,14900000,1
chr21,chr21,14900000,14950000,14900000,14950000,1
chr21,chr21,14900000,14950000,15400000,15450000,1
chr21,chr21,14950000,15000000,14950000,15000000,1
chr21,chr21,15000000,15050000,15000000,15050000,1
chr21,chr21,15050000,15100000,14700000,14750000,1
chr21,chr21,15050000,15100000,15050000,15100000,1
chr21,chr21,15050000,15100000,15150000,15200000,1
chr21,chr21,15050000,15100000,15400000,15450000,1
chr21,chr21,15100000,15150000,15100000,15150000,1
chr21,chr21,15100000,15150000,36000000,36050000,1
chr21,chr21,15150000,15200000,15050000,15100000,1
chr21,chr21,15150000,15200000,15150000,15200000,1
chr21,chr21,15200000,15250000,14250000,14300000,1
chr21,chr21,15200000,15250000,15200000,15250000,1
chr21,chr21,15200000,15250000,15300000,15350000,1
chr21,chr21,15200000,15250000,15350000,15400000,1
chr21,chr21,15250000,15300000,14750000,14800000,1
chr21,chr21,15250000,15300000,14850000,14900000,1
chr21,chr21,15250000,15300000,15250000,15300000,1
chr21,chr21,15300000,15350000,15200000,15250000,1
chr21,chr21,15300000,15350000,15300000,15350000,1
chr21,chr21,15300000,15350000,15350000,15400000,1
chr21,chr21,15350000,15400000,14250000,14300000,1
chr21,chr21,15350000,15400000,14450000,14500000,1
chr21,chr21,15350000,15400000,15200000,15250000,1
chr21,chr21,15350000,15400000,15300000,15350000,1
chr21,chr21,15350000,15400000,15350000,15400000,1
chr21,chr21,15400000,15450000,14700000,14750000,1
chr21,chr21,15400000,15450000,14750000,14800000,1
chr21,chr21,15400000,15450000,14900000,14950000,1
chr21,chr21,15400000,15450000,15050000,15100000,1
chr21,chr21,15400000,15450000,15400000,15450000,1
chr21,chr21,15450000,15500000,15450000,15500000,1
chr21,chr21,15450000,15500000,15600000,15650000,1
chr21,chr21,15500000,15550000,15500000,15550000,1
chr21,chr21,15550000,15600000,15550000,15600000,1
chr21,chr21,15550000,15600000,15600000,15650000,1
chr21,chr21,15600000,15650000,15450000,15500000,1
chr21,chr21,15600000,15650000,15550000,15600000,1
chr21,chr21,15600000,15650000,15600000,15650000,1
chr21,chr21,15650000,15700000,15650000,15700000,1
chr21,chr21,15650000,15700000,15700000,15750000,1
chr21,chr21,15650000,15700000,15850000,15900000,1
chr21,chr21,15650000,15700000,21600000,21650000,1
chr21,chr21,15650000,15700000,31900000,31950000,1
chr21,chr21,15700000,15750000,15650000,15700000,1
chr21,chr21,15700000,15750000,15700000,15750000,1
chr21,chr21,15700000,15750000,15800000,15850000,1
chr21,chr21,15750000,15800000,15750000,15800000,1
chr21,chr21,15800000,15850000,15700000,15750000,1
chr21,chr21,15800000,15850000,15800000,15850000,1
chr21,chr21,15850000,15900000,15650000,15700000,1
chr21,chr21,15850000,15900000,15850000,15900000,1
chr21,chr21,15850000,15900000,16050000,16100000,1
chr21,chr21,15850000,15900000,16300000,16350000,1
chr21,chr21,15900000,15950000,15900000,15950000,1
chr21,chr21,15900000,15950000,16000000,16050000,1
chr21,chr21,15900000,15950000,16050000,16100000,1
chr21,chr21,15900000,15950000,17350000,17400000,1
chr21,chr21,15950000,16000000,15950000,16000000,1
chr21,chr21,15950000,16000000,31950000,32000000,1
chr21,chr21,16000000,16050000,15900000,15950000,1
chr21,chr21,16000000,16050000,16000000,16050000,1
chr21,chr21,16050000,16100000,15850000,15900000,1
chr21,chr21,16050000,16100000,15900000,15950000,1
chr21,chr21,16050000,16100000,16050000,16100000,1
chr21,chr21,16050000,16100000,16300000,16350000,1
chr21,chr21,16100000,16150000,16100000,16150000,1
chr21,chr21,16100000,16150000,16200000,16250000,1
chr21,chr21,16100000,16150000,16250000,16300000,1
chr21,chr21,16150000,16200000,16150000,16200000,1
chr21,chr21,16150000,16200000,16200000,16250000,1
chr21,chr21,16150000,16200000,16250000,16300000,1
chr21,chr21,16200000,16250000,16100000,16150000,1
chr21,chr21,16200000,16250000,16150000,16200000,1
chr21,chr21,16200000,16250000,16200000,16250000,1
chr21,chr21,16200000,16250000,16250000,16300000,1
chr21,chr21,16250000,16300000,16100000,16150000,1
chr21,chr21,16250000,16300000,16150000,16200000,1
chr21,chr21,16250000,16300000,16200000,16250000,1
chr21,chr21,16250000,16300000,16250000,16300000,1
chr21,chr21,16300000,16350000,15850000,15900000,1
chr21,chr21,16300000,16350000,16050000,16100000,1
chr21,chr21,16300000,16350000,16300000,16350000,1
chr21,chr21,16350000,16400000,16350000,16400000,1
chr21,chr21,16350000,16400000,36350000,36400000,1
chr21,chr21,16400000,16450000,16400000,16450000,1
chr21,chr21,16400000,16450000,16800000,16850000,1
chr21,chr21,16400000,16450000,16900000,16950000,1
chr21,chr21,16400000,16450000,16950000,17000000,1
chr21,chr21,16450000,16500000,16450000,16500000,1
chr21,chr21,16500000,16550000,16500000,16550000,1
chr21,chr21,16500000,16550000,29900000,29950000,1
chr21,chr21,16550000,16600000,16550000,16600000,1
chr21,chr21,16600000,16650000,16600000,16650000,1
chr21,chr21,16600000,16650000,16750000,16800000,1
chr21,chr21,16650000,16700000,16650000,16700000,1
chr21,chr21,16700000,16750000,16700000,16750000,1
chr21,chr21,16750000,16800000,16600000,16650000,1
chr21,chr21,16750000,16800000,16750000,16800000,1
chr21,chr21,16800000,16850000,16400000,16450000,1
chr21,chr21,16800000,16850000,16800000,16850000,1
chr21,chr21,16800000,16850000,16900000,16950000,1
chr21,chr21,16850000,16900000,16850000,16900000,1
chr21,chr21,16900000,16950000,16400000,16450000,1
chr21,chr21,16900000,16950000,16800000,16850000,1
chr21,chr21,16900000,16950000,16900000,16950000,1
chr21,chr21,16900000,16950000,16950000,17000000,1
chr21,chr21,16950000,17000000,16400000,16450000,1
chr21,chr21,16950000,17000000,16900000,16950000,1
chr21,chr21,16950000,17000000,16950000,17000000,1
chr21,chr21,17000000,17050000,17000000,17050000,1
chr21,chr21,17050000,17100000,17050000,17100000,1
chr21,chr21,17100000,17150000,17100000,17150000,1
chr21,chr21,17350000,17400000,15900000,15950000,1
chr21,chr21,17350000,17400000,17350000,17400000,1
chr21,chr21,17400000,17450000,17400000,17450000,1
chr21,chr21,17400000,17450000,17500000,17550000,1
chr21,chr21,17400000,17450000,17550000,17600000,1
chr21,chr21,17400000,17450000,27000000,27050000,1
chr21,chr21,17400000,17450000,29850000,29900000,1
chr21,chr21,17400000,17450000,32350000,32400000,1
chr21,chr21,17450000,17500000,17450000,17500000,1
chr21,chr21,17500000,17550000,17400000,17450000,1
chr21,chr21,17500000,17550000,17500000,17550000,1
chr21,chr21,17500000,17550000,17550000,17600000,1
chr21,chr21,17500000,17550000,27000000,27050000,1
chr21,chr21,17500000,17550000,32350000,32400000,1
chr21,chr21,17550000,17600000,17400000,17450000,1
chr21,chr21,17550000,17600000,17500000,17550000,1
chr21,chr21,17550000,17600000,17550000,17600000,1
chr21,chr21,17550000,17600000,27000000,27050000,1
chr21,chr21,17550000,17600000,27350000,27400000,1
chr21,chr21,17550000,17600000,28050000,28100000,1
chr21,chr21,17550000,17600000,32350000,32400000,1
chr21,chr21,17600000,17650000,17600000,17650000,1
chr21,chr21,17600000,17650000,26950000,27000000,1
chr21,chr21,17600000,17650000,27200000,27250000,1
chr21,chr21,17600000,17650000,30550000,30600000,1
chr21,chr21,17600000,17650000,31200000,31250000,1
chr21,chr21,17600000,17650000,37600000,37650000,1
chr21,chr21,17650000,17700000,17650000,17700000,1
chr21,chr21,17650000,17700000,17700000,17750000,1
chr21,chr21,17650000,17700000,26900000,26950000,1
chr21,chr21,17700000,17750000,17650000,17700000,1
chr21,chr21,17700000,17750000,17700000,17750000,1
chr21,chr21,17700000,17750000,21350000,21400000,1
chr21,chr21,17700000,17750000,23950000,24000000,1
chr21,chr21,17700000,17750000,24000000,24050000,1
chr21,chr21,17700000,17750000,24200000,24250000,1
chr21,chr21,17700000,17750000,25550000,25600000,1
chr21,chr21,17700000,17750000,26900000,26950000,1
chr21,chr21,17700000,17750000,27300000,27350000,1
chr21,chr21,17750000,17800000,17750000,17800000,1
chr21,chr21,17750000,17800000,19250000,19300000,1
chr21,chr21,17750000,17800000,21100000,21150000,1
chr21,chr21,17750000,17800000,21550000,21600000,1
chr21,chr21,17750000,17800000,22050000,22100000,1
chr21,chr21,17750000,17800000,23150000,23200000,1
chr21,chr21,17750000,17800000,23250000,23300000,1
chr21,chr21,17750000,17800000,23300000,23350000,1
chr21,chr21,17750000,17800000,23500000,23550000,1
chr21,chr21,17750000,17800000,23600000,23650000,1
chr21,chr21,17800000,17850000,17800000,17850000,1
chr21,chr21,17850000,17900000,17850000,17900000,1
chr21,chr21,17900000,17950000,17900000,17950000,1
chr21,chr21,17900000,17950000,17950000,18000000,1
chr21,chr21,17900000,17950000,18050000,18100000,1
chr21,chr21,17900000,17950000,18250000,18300000,1
chr21,chr21,17900000,17950000,18450000,18500000,1
chr21,chr21,17900000,17950000,18800000,18850000,1
chr21,chr21,17900000,17950000,19600000,19650000,1
chr21,chr21,17900000,17950000,20850000,20900000,1
chr21,chr21,17900000,17950000,20900000,20950000,1
chr21,chr21,17950000,18000000,17900000,17950000,1
chr21,chr21,17950000,18000000,17950000,18000000,1
chr21,chr21,17950000,18000000,18250000,18300000,1
chr21,chr21,17950000,18000000,18800000,18850000,1
chr21,chr21,17950000,18000000,18950000,19000000,1
chr21,chr21,17950000,18000000,19150000,19200000,1
chr21,chr21,17950000,18000000,20900000,20950000,1
chr21,chr21,17950000,18000000,23550000,23600000,1
chr21,chr21,17950000,18000000,24600000,24650000,1
chr21,chr21,18000000,18050000,18000000,18050000,1
chr21,chr21,18000000,18050000,19350000,19400000,1
chr21,chr21,18000000,18050000,19450000,19500000,1
chr21,chr21,18000000,18050000,19500000,19550000,1
chr21,chr21,18050000,18100000,17900000,17950000,1
chr21,chr21,18050000,18100000,18050000,18100000,1
chr21,chr21,18050000,18100000,18250000,18300000,1
chr21,chr21,18050000,18100000,18300000,18350000,1
chr21,chr21,18050000,18100000,18450000,18500000,1
chr21,chr21,18050000,18100000,20050000,20100000,1
chr21,chr21,18050000,18100000,20850000,20900000,1
chr21,chr21,18050000,18100000,20900000,20950000,1
chr21,chr21,18050000,18100000,22550000,22600000,1
chr21,chr21,18050000,18100000,24250000,24300000,1
chr21,chr21,18050000,18100000,24450000,24500000,1
chr21,chr21,18100000,18150000,18100000,18150000,1
chr21,chr21,18150000,18200000,18150000,18200000,1
chr21,chr21,18200000,18250000,18200000,18250000,1
chr21,chr21,18200000,18250000,18350000,18400000,1
chr21,chr21,18200000,18250000,19600000,19650000,1
chr21,chr21,18200000,18250000,22950000,23000000,1
chr21,chr21,18250000,18300000,17900000,17950000,1
chr21,chr21,18250000,18300000,17950000,18000000,1
chr21,chr21,18250000,18300000,18050000,18100000,1
chr21,chr21,18250000,18300000,18250000,18300000,1
chr21,chr21,18250000,18300000,18300000,18350000,1
chr21,chr21,18250000,18300000,18450000,18500000,1
chr21,chr21,18250000,18300000,20850000,20900000,1
chr21,chr21,18250000,18300000,20900000,20950000,1
chr21,chr21,18300000,18350000,18050000,18100000,1
chr21,chr21,18300000,18350000,18250000,18300000,1
chr21,chr21,18300000,18350000,18300000,18350000,1
chr21,chr21,18300000,18350000,19200000,19250000,1
chr21,chr21,18300000,18350000,20900000,20950000,1
chr21,chr21,18350000,18400000,18200000,18250000,1
chr21,chr21,18350000,18400000,18350000,18400000,1
chr21,chr21,18350000,18400000,18650000,18700000,1
chr21,chr21,18350000,18400000,19300000,19350000,1
chr21,chr21,18350000,18400000,19600000,19650000,1
chr21,chr21,18350000,18400000,20050000,20100000,1
chr21,chr21,18350000,18400000,21450000,21500000,1
chr21,chr21,18350000,18400000,22950000,23000000,1
chr21,chr21,18350000,18400000,23550000,23600000,1
chr21,chr21,18400000,18450000,18400000,18450000,1
chr21,chr21,18400000,18450000,25350000,25400000,1
chr21,chr21,18400000,18450000,27700000,27750000,1
chr21,chr21,18400000,18450000,27750000,27800000,1
chr21,chr21,18400000,18450000,28150000,28200000,1
chr21,chr21,18400000,18450000,28200000,28250000,1
chr21,chr21,18450000,18500000,17900000,17950000,1
chr21,chr21,18450000,18500000,18050000,18100000,1
chr21,chr21,18450000,18500000,18250000,18300000,1
chr21,chr21,18450000,18500000,18450000,18500000,1
chr21,chr21,18450000,18500000,19300000,19350000,1
chr21,chr21,18450000,18500000,20050000,20100000,1
chr21,chr21,18450000,18500000,20850000,20900000,1
chr21,chr21,18450000,18500000,20900000,20950000,1
chr21,chr21,18450000,18500000,22550000,22600000,1
chr21,chr21,18450000,18500000,22950000,23000000,1
chr21,chr21,18450000,18500000,23550000,23600000,1
chr21,chr21,18500000,18550000,18500000,18550000,1
chr21,chr21,18500000,18550000,21450000,21500000,1
chr21,chr21,18550000,18600000,18550000,18600000,1
chr21,chr21,18600000,18650000,18600000,18650000,1
chr21,chr21,18600000,18650000,19900000,19950000,1
chr21,chr21,18650000,18700000,18350000,18400000,1
chr21,chr21,18650000,18700000,18650000,18700000,1
chr21,chr21,18650000,18700000,18750000,18800000,1
chr21,chr21,18650000,18700000,19300000,19350000,1
chr21,chr21,18650000,18700000,19850000,19900000,1
chr21,chr21,18650000,18700000,20700000,20750000,1
chr21,chr21,18650000,18700000,20800000,20850000,1
chr21,chr21,18700000,18750000,18700000,18750000,1
chr21,chr21,18750000,18800000,18650000,18700000,1
chr21,chr21,18750000,18800000,18750000,18800000,1
chr21,chr21,18800000,18850000,17900000,17950000,1
chr21,chr21,18800000,18850000,17950000,18000000,1
chr21,chr21,18800000,18850000,18800000,18850000,1
chr21,chr21,18800000,18850000,19600000,19650000,1
chr21,chr21,18850000,18900000,18850000,18900000,1
chr21,chr21,18850000,18900000,18950000,19000000,1
chr21,chr21,18850000,18900000,19150000,19200000,1
chr21,chr21,18850000,18900000,22800000,22850000,1
chr21,chr21,18850000,18900000,24500000,24550000,1
chr21,chr21,18900000,18950000,18900000,18950000,1
chr21,chr21,18950000,19000000,17950000,18000000,1
chr21,chr21,18950000,19000000,18850000,18900000,1
chr21,chr21,18950000,19000000,18950000,19000000,1
chr21,chr21,18950000,19000000,19150000,19200000,1
chr21,chr21,18950000,19000000,24600000,24650000,1
chr21,chr21,19000000,19050000,19000000,19050000,1
chr21,chr21,19050000,19100000,19050000,19100000,1
chr21,chr21,19100000,19150000,19100000,19150000,1
chr21,chr21,19100000,19150000,21050000,21100000,1
chr21,chr21,19150000,19200000,17950000,18000000,1
chr21,chr21,19150000,19200000,18850000,18900000,1
chr21,chr21,19150000,19200000,18950000,19000000,1
chr21,chr21,19150000,19200000,19150000,19200000,1
chr21,chr21,19150000,19200000,19200000,19250000,1
chr21,chr21,19150000,19200000,22100000,22150000,1
chr21,chr21,19150000,19200000,24600000,24650000,1
chr21,chr21,19200000,19250000,18300000,18350000,1
chr21,chr21,19200000,19250000,19150000,19200000,1
chr21,chr21,19200000,19250000,19200000,19250000,1
chr21,chr21,19200000,19250000,20900000,20950000,1
chr21,chr21,19200000,19250000,22100000,22150000,1
chr21,chr21,19200000,19250000,24250000,24300000,1
chr21,chr21,19200000,19250000,24450000,24500000,1
chr21,chr21,19250000,19300000,17750000,17800000,1
chr21,chr21,19250000,19300000,19250000,19300000,1
chr21,chr21,19250000,19300000,21550000,21600000,1
chr21,chr21,19250000,19300000,22050000,22100000,1
chr21,chr21,19250000,19300000,23150000,23200000,1
chr21,chr21,19250000,19300000,23250000,23300000,1
chr21,chr21,19250000,19300000,23500000,23550000,1
chr21,chr21,19300000,19350000,18350000,18400000,1
chr21,chr21,19300000,19350000,18450000,18500000,1
chr21,chr21,19300000,19350000,18650000,18700000,1
chr21,chr21,19300000,19350000,19300000,19350000,1
chr21,chr21,19300000,19350000,19850000,19900000,1
chr21,chr21,19300000,19350000,21450000,21500000,1
chr21,chr21,19300000,19350000,23550000,23600000,1
chr21,chr21,19350000,19400000,18000000,18050000,1
chr21,chr21,19350000,19400000,19350000,19400000,1
chr21,chr21,19350000,19400000,19450000,19500000,1
chr21,chr21,19350000,19400000,19500000,19550000,1
chr21,chr21,19350000,19400000,19650000,19700000,1
chr21,chr21,19400000,19450000,19400000,19450000,1
chr21,chr21,19400000,19450000,19650000,19700000,1
chr21,chr21,19400000,19450000,19750000,19800000,1
chr21,chr21,19450000,19500000,18000000,18050000,1
chr21,chr21,19450000,19500000,19350000,19400000,1
chr21,chr21,19450000,19500000,19450000,19500000,1
chr21,chr21,19450000,19500000,19500000,19550000,1
chr21,chr21,19450000,19500000,20700000,20750000,1
chr21,chr21,19450000,19500000,20800000,20850000,1
chr21,chr21,19450000,19500000,22550000,22600000,1
chr21,chr21,19450000,19500000,24250000,24300000,1
chr21,chr21,19450000,19500000,24450000,24500000,1
chr21,chr21,19500000,19550000,18000000,18050000,1
chr21,chr21,19500000,19550000,19350000,19400000,1
chr21,chr21,19500000,19550000,19450000,19500000,1
chr21,chr21,19500000,19550000,19500000,19550000,1
chr21,chr21,19500000,19550000,20700000,20750000,1
chr21,chr21,19500000,19550000,22550000,22600000,1
chr21,chr21,19500000,19550000,24250000,24300000,1
chr21,chr21,19500000,19550000,24450000,24500000,1
chr21,chr21,19550000,19600000,19550000,19600000,1
chr21,chr21,19550000,19600000,21000000,21050000,1
chr21,chr21,19550000,19600000,22800000,22850000,1
chr21,chr21,19550000,19600000,24500000,24550000,1
chr21,chr21,19550000,19600000,40100000,40150000,1
chr21,chr21,19600000,19650000,17900000,17950000,1
chr21,chr21,19600000,19650000,18200000,18250000,1
chr21,chr21,19600000,19650000,18350000,18400000,1
chr21,chr21,19600000,19650000,18800000,18850000,1
chr21,chr21,19600000,19650000,19600000,19650000,1
chr21,chr21,19600000,19650000,22950000,23000000,1
chr21,chr21,19650000,19700000,19350000,19400000,1
chr21,chr21,19650000,19700000,19400000,19450000,1
chr21,chr21,19650000,19700000,19650000,19700000,1
chr21,chr21,19700000,19750000,19700000,19750000,1
chr21,chr21,19750000,19800000,19400000,19450000,1
chr21,chr21,19750000,19800000,19750000,19800000,1
chr21,chr21,19750000,19800000,19850000,19900000,1
chr21,chr21,19750000,19800000,22800000,22850000,1
chr21,chr21,19800000,19850000,19800000,19850000,1
chr21,chr21,19800000,19850000,21350000,21400000,1
chr21,chr21,19800000,19850000,22200000,22250000,1
chr21,chr21,19800000,19850000,23950000,24000000,1
chr21,chr21,19800000,19850000,24200000,24250000,1
chr21,chr21,19800000,19850000,25550000,25600000,1
chr21,chr21,19800000,19850000,26100000,26150000,1
chr21,chr21,19850000,19900000,18650000,18700000,1
chr21,chr21,19850000,19900000,19300000,19350000,1
chr21,chr21,19850000,19900000,19750000,19800000,1
chr21,chr21,19850000,19900000,19850000,19900000,1
chr21,chr21,19850000,19900000,20700000,20750000,1
chr21,chr21,19850000,19900000,20800000,20850000,1
chr21,chr21,19850000,19900000,21450000,21500000,1
chr21,chr21,19850000,19900000,22800000,22850000,1
chr21,chr21,19850000,19900000,23550000,23600000,1
chr21,chr21,19900000,19950000,18600000,18650000,1
chr21,chr21,19900000,19950000,19900000,19950000,1
chr21,chr21,19950000,20000000,19950000,20000000,1
chr21,chr21,19950000,20000000,21200000,21250000,1
chr21,chr21,19950000,20000000,21500000,21550000,1
chr21,chr21,19950000,20000000,22000000,22050000,1
chr21,chr21,19950000,20000000,22350000,22400000,1
chr21,chr21,19950000,20000000,22400000,22450000,1
chr21,chr21,20000000,20050000,20000000,20050000,1
chr21,chr21,20050000,20100000,18050000,18100000,1
chr21,chr21,20050000,20100000,18350000,18400000,1
chr21,chr21,20050000,20100000,18450000,18500000,1
chr21,chr21,20050000,20100000,20050000,20100000,1
chr21,chr21,20050000,20100000,20850000,20900000,1
chr21,chr21,20050000,20100000,22950000,23000000,1
chr21,chr21,20100000,20150000,20100000,20150000,1
chr21,chr21,20150000,20200000,20150000,20200000,1
chr21,chr21,20150000,20200000,20500000,20550000,1
chr21,chr21,20150000,20200000,20650000,20700000,1
chr21,chr21,20200000,20250000,20200000,20250000,1
chr21,chr21,20200000,20250000,28100000,28150000,1
chr21,chr21,20200000,20250000,28150000,28200000,1
chr21,chr21,20200000,20250000,32750000,32800000,1
chr21,chr21,20250000,20300000,20250000,20300000,1
chr21,chr21,20250000,20300000,20300000,20350000,1
chr21,chr21,20300000,20350000,20250000,20300000,1
chr21,chr21,20300000,20350000,20300000,20350000,1
chr21,chr21,20350000,20400000,20350000,20400000,1
chr21,chr21,20350000,20400000,20400000,20450000,1
chr21,chr21,20400000,20450000,20350000,20400000,1
chr21,chr21,20400000,20450000,20400000,20450000,1
chr21,chr21,20450000,20500000,20450000,20500000,1
chr21,chr21,20500000,20550000,20150000,20200000,1
chr21,chr21,20500000,20550000,20500000,20550000,1
chr21,chr21,20550000,20600000,20550000,20600000,1
chr21,chr21,20600000,20650000,20600000,20650000,1
chr21,chr21,20600000,20650000,25000000,25050000,1
chr21,chr21,20650000,20700000,20150000,20200000,1
chr21,chr21,20650000,20700000,20650000,20700000,1
chr21,chr21,20650000,20700000,20750000,20800000,1
chr21,chr21,20700000,20750000,18650000,18700000,1
chr21,chr21,20700000,20750000,19450000,19500000,1
chr21,chr21,20700000,20750000,19500000,19550000,1
chr21,chr21,20700000,20750000,19850000,19900000,1
chr21,chr21,20700000,20750000,20700000,20750000,1
chr21,chr21,20700000,20750000,20800000,20850000,1
chr21,chr21,20700000,20750000,22550000,22600000,1
chr21,chr21,20750000,20800000,20650000,20700000,1
chr21,chr21,20750000,20800000,20750000,20800000,1
chr21,chr21,20800000,20850000,18650000,18700000,1
chr21,chr21,20800000,20850000,19450000,19500000,1
chr21,chr21,20800000,20850000,19850000,19900000,1
chr21,chr21,20800000,20850000,20700000,20750000,1
chr21,chr21,20800000,20850000,20800000,20850000,1
chr21,chr21,20850000,20900000,17900000,17950000,1
chr21,chr21,20850000,20900000,18050000,18100000,1
chr21,chr21,20850000,20900000,18250000,18300000,1
chr21,chr21,20850000,20900000,18450000,18500000,1
chr21,chr21,20850000,20900000,20050000,20100000,1
chr21,chr21,20850000,20900000,20850000,20900000,1
chr21,chr21,20850000,20900000,20900000,20950000,1
chr21,chr21,20900000,20950000,17900000,17950000,1
chr21,chr21,20900000,20950000,17950000,18000000,1
chr21,chr21,20900000,20950000,18050000,18100000,1
chr21,chr21,20900000,20950000,18250000,18300000,1
chr21,chr21,20900000,20950000,18300000,18350000,1
chr21,chr21,20900000,20950000,18450000,18500000,1
chr21,chr21,20900000,20950000,19200000,19250000,1
chr21,chr21,20900000,20950000,20850000,20900000,1
chr21,chr21,20900000,20950000,20900000,20950000,1
chr21,chr21,20900000,20950000,22550000,22600000,1
chr21,chr21,20900000,20950000,24250000,24300000,1
chr21,chr21,20900000,20950000,24450000,24500000,1
chr21,chr21,20950000,21000000,20950000,21000000,1
chr21,chr21,21000000,21050000,19550000,19600000,1
chr21,chr21,21000000,21050000,21000000,21050000,1
chr21,chr21,21000000,21050000,22500000,22550000,1
chr21,chr21,21050000,21100000,19100000,19150000,1
chr21,chr21,21050000,21100000,21050000,21100000,1
chr21,chr21,21050000,21100000,29650000,29700000,1
chr21,chr21,21100000,21150000,17750000,17800000,1
chr21,chr21,21100000,21150000,21100000,21150000,1
chr21,chr21,21100000,21150000,21550000,21600000,1
chr21,chr21,21100000,21150000,22050000,22100000,1
chr21,chr21,21100000,21150000,22200000,22250000,1
chr21,chr21,21100000,21150000,23150000,23200000,1
chr21,chr21,21100000,21150000,23350000,23400000,1
chr21,chr21,21100000,21150000,23500000,23550000,1
chr21,chr21,21100000,21150000,23600000,23650000,1
chr21,chr21,21100000,21150000,23650000,23700000,1
chr21,chr21,21100000,21150000,23700000,23750000,1
chr21,chr21,21100000,21150000,23800000,23850000,1
chr21,chr21,21100000,21150000,24100000,24150000,1
chr21,chr21,21100000,21150000,24300000,24350000,1
chr21,chr21,21100000,21150000,24700000,24750000,1
chr21,chr21,21150000,21200000,21150000,21200000,1
chr21,chr21,21150000,21200000,24000000,24050000,1
chr21,chr21,21150000,21200000,24800000,24850000,1
chr21,chr21,21150000,21200000,27200000,27250000,1
chr21,chr21,21150000,21200000,27300000,27350000,1
chr21,chr21,21150000,21200000,28050000,28100000,1
chr21,chr21,21150000,21200000,31200000,31250000,1
chr21,chr21,21150000,21200000,45250000,45300000,1
chr21,chr21,21200000,21250000,19950000,20000000,1
chr21,chr21,21200000,21250000,21200000,21250000,1
chr21,chr21,21200000,21250000,24350000,24400000,1
chr21,chr21,21200000,21250000,25450000,25500000,1
chr21,chr21,21250000,21300000,21250000,21300000,1
chr21,chr21,21250000,21300000,21650000,21700000,1
chr21,chr21,21250000,21300000,22000000,22050000,1
chr21,chr21,21250000,21300000,22400000,22450000,1
chr21,chr21,21250000,21300000,23850000,23900000,1
chr21,chr21,21250000,21300000,25250000,25300000,1
chr21,chr21,21250000,21300000,26250000,26300000,1
chr21,chr21,21300000,21350000,21300000,21350000,1
chr21,chr21,21350000,21400000,17700000,17750000,1
chr21,chr21,21350000,21400000,19800000,19850000,1
chr21,chr21,21350000,21400000,21350000,21400000,1
chr21,chr21,21350000,21400000,23950000,24000000,1
chr21,chr21,21350000,21400000,24000000,24050000,1
chr21,chr21,21350000,21400000,24200000,24250000,1
