chr1,chr2,start1,end1,start2,end2,count
chr21,chr21,28510000,28540000,28510000,28540000,1
chr21,chr21,28510000,28540000,28540000,28570000,1
chr21,chr21,28510000,28540000,28630000,28660000,1
chr21,chr21,28540000,28570000,28390000,28420000,1
chr21,chr21,28540000,28570000,28510000,28540000,1
chr21,chr21,28540000,28570000,28540000,28570000,1
chr21,chr21,28540000,28570000,28630000,28660000,1
chr21,chr21,28570000,28600000,28480000,28510000,1
chr21,chr21,28570000,28600000,28570000,28600000,1
chr21,chr21,28600000,28630000,28090000,28120000,1
chr21,chr21,28600000,28630000,28600000,28630000,1
chr21,chr21,28630000,28660000,28390000,28420000,1
chr21,chr21,28630000,28660000,28510000,28540000,1
chr21,chr21,28630000,28660000,28540000,28570000,1
chr21,chr21,28630000,28660000,28630000,28660000,1
chr21,chr21,28660000,28690000,28030000,28060000,1
chr21,chr21,28660000,28690000,28330000,28360000,1
chr21,chr21,28660000,28690000,28660000,28690000,1
chr21,chr21,28660000,28690000,29230000,29260000,1
chr21,chr21,28660000,28690000,29260000,29290000,1
chr21,chr21,28660000,28690000,29830000,29860000,1
chr21,chr21,28660000,28690000,29860000,29890000,1
chr21,chr21,28660000,28690000,29890000,29920000,1
chr21,chr21,28690000,28720000,28690000,28720000,1
chr21,chr21,28720000,28750000,28720000,28750000,1
chr21,chr21,28720000,28750000,28780000,28810000,1
chr21,chr21,28720000,28750000,28810000,28840000,1
chr21,chr21,28720000,28750000,28840000,28870000,1
chr21,chr21,28720000,28750000,29290000,29320000,1
chr21,chr21,28720000,28750000,29320000,29350000,1
chr21,chr21,28720000,28750000,29800000,29830000,1
chr21,chr21,28750000,28780000,28750000,28780000,1
chr21,chr21,28780000,28810000,28720000,28750000,1
chr21,chr21,28780000,28810000,28780000,28810000,1
chr21,chr21,28780000,28810000,28810000,28840000,1
chr21,chr21,28780000,28810000,28840000,28870000,1
chr21,chr21,28780000,28810000,29290000,29320000,1
chr21,chr21,28780000,28810000,29320000,29350000,1
chr21,chr21,28810000,28840000,28720000,28750000,1
chr21,chr21,28810000,28840000,28780000,28810000,1
chr21,chr21,28810000,28840000,28810000,28840000,1
chr21,chr21,28810000,28840000,28840000,28870000,1
chr21,chr21,28810000,28840000,29290000,29320000,1
chr21,chr21,28810000,28840000,29320000,29350000,1
chr21,chr21,28810000,28840000,29800000,29830000,1
chr21,chr21,28810000,28840000,29860000,29890000,1
chr21,chr21,28840000,28870000,28720000,28750000,1
chr21,chr21,28840000,28870000,28780000,28810000,1
chr21,chr21,28840000,28870000,28810000,28840000,1
chr21,chr21,28840000,28870000,28840000,28870000,1
chr21,chr21,28840000,28870000,29290000,29320000,1
chr21,chr21,28840000,28870000,29320000,29350000,1
chr21,chr21,28840000,28870000,29800000,29830000,1
chr21,chr21,28870000,28900000,28870000,28900000,1
chr21,chr21,28870000,28900000,28900000,28930000,1
chr21,chr21,28900000,28930000,28870000,28900000,1
chr21,chr21,28900000,28930000,28900000,28930000,1
chr21,chr21,28900000,28930000,29710000,29740000,1
chr21,chr21,28900000,28930000,29770000,29800000,1
chr21,chr21,28930000,28960000,28930000,28960000,1
chr21,chr21,28960000,28990000,28960000,28990000,1
chr21,chr21,28960000,28990000,28990000,29020000,1
chr21,chr21,28990000,29020000,28960000,28990000,1
chr21,chr21,28990000,29020000,28990000,29020000,1
chr21,chr21,29020000,29050000,29020000,29050000,1
chr21,chr21,29050000,29080000,29050000,29080000,1
chr21,chr21,29080000,29110000,29080000,29110000,1
chr21,chr21,29080000,29110000,29350000,29380000,1
chr21,chr21,29110000,29140000,28150000,28180000,1
chr21,chr21,29110000,29140000,28180000,28210000,1
chr21,chr21,29110000,29140000,29110000,29140000,1
chr21,chr21,29140000,29170000,29140000,29170000,1
chr21,chr21,29170000,29200000,28240000,28270000,1
chr21,chr21,29170000,29200000,29170000,29200000,1
chr21,chr21,29170000,29200000,29200000,29230000,1
chr21,chr21,29170000,29200000,29560000,29590000,1
chr21,chr21,29200000,29230000,28240000,28270000,1
chr21,chr21,29200000,29230000,29170000,29200000,1
chr21,chr21,29200000,29230000,29200000,29230000,1
chr21,chr21,29200000,29230000,29230000,29260000,1
chr21,chr21,29200000,29230000,29260000,29290000,1
chr21,chr21,29200000,29230000,29560000,29590000,1
chr21,chr21,29200000,29230000,29800000,29830000,1
chr21,chr21,29200000,29230000,29860000,29890000,1
chr21,chr21,29200000,29230000,29890000,29920000,1
chr21,chr21,29230000,29260000,28330000,28360000,1
chr21,chr21,29230000,29260000,28660000,28690000,1
chr21,chr21,29230000,29260000,29200000,29230000,1
chr21,chr21,29230000,29260000,29230000,29260000,1
chr21,chr21,29230000,29260000,29260000,29290000,1
chr21,chr21,29230000,29260000,29290000,29320000,1
chr21,chr21,29230000,29260000,29830000,29860000,1
chr21,chr21,29230000,29260000,29860000,29890000,1
chr21,chr21,29230000,29260000,29890000,29920000,1
chr21,chr21,29260000,29290000,28660000,28690000,1
chr21,chr21,29260000,29290000,29200000,29230000,1
chr21,chr21,29260000,29290000,29230000,29260000,1
chr21,chr21,29260000,29290000,29260000,29290000,1
chr21,chr21,29260000,29290000,29830000,29860000,1
chr21,chr21,29260000,29290000,29860000,29890000,1
chr21,chr21,29260000,29290000,29890000,29920000,1
chr21,chr21,29290000,29320000,28720000,28750000,1
chr21,chr21,29290000,29320000,28780000,28810000,1
chr21,chr21,29290000,29320000,28810000,28840000,1
chr21,chr21,29290000,29320000,28840000,28870000,1
chr21,chr21,29290000,29320000,29230000,29260000,1
chr21,chr21,29290000,29320000,29290000,29320000,1
chr21,chr21,29290000,29320000,29320000,29350000,1
chr21,chr21,29290000,29320000,29800000,29830000,1
chr21,chr21,29290000,29320000,29860000,29890000,1
chr21,chr21,29290000,29320000,29890000,29920000,1
chr21,chr21,29320000,29350000,28720000,28750000,1
chr21,chr21,29320000,29350000,28780000,28810000,1
chr21,chr21,29320000,29350000,28810000,28840000,1
chr21,chr21,29320000,29350000,28840000,28870000,1
chr21,chr21,29320000,29350000,29290000,29320000,1
chr21,chr21,29320000,29350000,29320000,29350000,1
chr21,chr21,29320000,29350000,29740000,29770000,1
chr21,chr21,29320000,29350000,29800000,29830000,1
chr21,chr21,29350000,29380000,29080000,29110000,1
chr21,chr21,29350000,29380000,29350000,29380000,1
chr21,chr21,29350000,29380000,29440000,29470000,1
chr21,chr21,29350000,29380000,29470000,29500000,1
chr21,chr21,29350000,29380000,29590000,29620000,1
chr21,chr21,29350000,29380000,29680000,29710000,1
chr21,chr21,29350000,29380000,29740000,29770000,1
chr21,chr21,29380000,29410000,29380000,29410000,1
chr21,chr21,29380000,29410000,29410000,29440000,1
chr21,chr21,29410000,29440000,29380000,29410000,1
chr21,chr21,29410000,29440000,29410000,29440000,1
chr21,chr21,29440000,29470000,29350000,29380000,1
chr21,chr21,29440000,29470000,29440000,29470000,1
chr21,chr21,29440000,29470000,29470000,29500000,1
chr21,chr21,29440000,29470000,29590000,29620000,1
chr21,chr21,29440000,29470000,29680000,29710000,1
chr21,chr21,29440000,29470000,29710000,29740000,1
chr21,chr21,29440000,29470000,29740000,29770000,1
chr21,chr21,29440000,29470000,29770000,29800000,1
chr21,chr21,29470000,29500000,29350000,29380000,1
chr21,chr21,29470000,29500000,29440000,29470000,1
chr21,chr21,29470000,29500000,29470000,29500000,1
chr21,chr21,29470000,29500000,29620000,29650000,1
chr21,chr21,29470000,29500000,29680000,29710000,1
chr21,chr21,29470000,29500000,29710000,29740000,1
chr21,chr21,29470000,29500000,29740000,29770000,1
chr21,chr21,29470000,29500000,29770000,29800000,1
chr21,chr21,29500000,29530000,29500000,29530000,1
chr21,chr21,29530000,29560000,29530000,29560000,1
chr21,chr21,29560000,29590000,29170000,29200000,1
chr21,chr21,29560000,29590000,29200000,29230000,1
chr21,chr21,29560000,29590000,29560000,29590000,1
chr21,chr21,29590000,29620000,29350000,29380000,1
chr21,chr21,29590000,29620000,29440000,29470000,1
chr21,chr21,29590000,29620000,29590000,29620000,1
chr21,chr21,29590000,29620000,29650000,29680000,1
chr21,chr21,29590000,29620000,29680000,29710000,1
chr21,chr21,29620000,29650000,29470000,29500000,1
chr21,chr21,29620000,29650000,29620000,29650000,1
chr21,chr21,29650000,29680000,29590000,29620000,1
chr21,chr21,29650000,29680000,29650000,29680000,1
chr21,chr21,29680000,29710000,29350000,29380000,1
chr21,chr21,29680000,29710000,29440000,29470000,1
chr21,chr21,29680000,29710000,29470000,29500000,1
chr21,chr21,29680000,29710000,29590000,29620000,1
chr21,chr21,29680000,29710000,29680000,29710000,1
chr21,chr21,29680000,29710000,29740000,29770000,1
chr21,chr21,29710000,29740000,28900000,28930000,1
chr21,chr21,29710000,29740000,29440000,29470000,1
chr21,chr21,29710000,29740000,29470000,29500000,1
chr21,chr21,29710000,29740000,29710000,29740000,1
chr21,chr21,29710000,29740000,29740000,29770000,1
chr21,chr21,29710000,29740000,29770000,29800000,1
chr21,chr21,29740000,29770000,29320000,29350000,1
chr21,chr21,29740000,29770000,29350000,29380000,1
chr21,chr21,29740000,29770000,29440000,29470000,1
chr21,chr21,29740000,29770000,29470000,29500000,1
chr21,chr21,29740000,29770000,29680000,29710000,1
chr21,chr21,29740000,29770000,29710000,29740000,1
chr21,chr21,29740000,29770000,29740000,29770000,1
chr21,chr21,29740000,29770000,29770000,29800000,1
chr21,chr21,29770000,29800000,28900000,28930000,1
chr21,chr21,29770000,29800000,29440000,29470000,1
chr21,chr21,29770000,29800000,29470000,29500000,1
chr21,chr21,29770000,29800000,29710000,29740000,1
chr21,chr21,29770000,29800000,29740000,29770000,1
chr21,chr21,29770000,29800000,29770000,29800000,1
chr21,chr21,29800000,29830000,28240000,28270000,1
chr21,chr21,29800000,29830000,28300000,28330000,1
chr21,chr21,29800000,29830000,28720000,28750000,1
chr21,chr21,29800000,29830000,28810000,28840000,1
chr21,chr21,29800000,29830000,28840000,28870000,1
chr21,chr21,29800000,29830000,29200000,29230000,1
chr21,chr21,29800000,29830000,29290000,29320000,1
chr21,chr21,29800000,29830000,29320000,29350000,1
chr21,chr21,29800000,29830000,29800000,29830000,1
chr21,chr21,29800000,29830000,29860000,29890000,1
chr21,chr21,29830000,29860000,28030000,28060000,1
chr21,chr21,29830000,29860000,28330000,28360000,1
chr21,chr21,29830000,29860000,28660000,28690000,1
chr21,chr21,29830000,29860000,29230000,29260000,1
chr21,chr21,29830000,29860000,29260000,29290000,1
chr21,chr21,29830000,29860000,29830000,29860000,1
chr21,chr21,29830000,29860000,29860000,29890000,1
chr21,chr21,29830000,29860000,29890000,29920000,1
chr21,chr21,29860000,29890000,28240000,28270000,1
chr21,chr21,29860000,29890000,28300000,28330000,1
chr21,chr21,29860000,29890000,28330000,28360000,1
chr21,chr21,29860000,29890000,28660000,28690000,1
chr21,chr21,29860000,29890000,28810000,28840000,1
chr21,chr21,29860000,29890000,29200000,29230000,1
chr21,chr21,29860000,29890000,29230000,29260000,1
chr21,chr21,29860000,29890000,29260000,29290000,1
chr21,chr21,29860000,29890000,29290000,29320000,1
chr21,chr21,29860000,29890000,29800000,29830000,1
chr21,chr21,29860000,29890000,29830000,29860000,1
chr21,chr21,29860000,29890000,29860000,29890000,1
chr21,chr21,29860000,29890000,29890000,29920000,1
chr21,chr21,29890000,29920000,28330000,28360000,1
chr21,chr21,29890000,29920000,28660000,28690000,1
chr21,chr21,29890000,29920000,29200000,29230000,1
chr21,chr21,29890000,29920000,29230000,29260000,1
chr21,chr21,29890000,29920000,29260000,29290000,1
chr21,chr21,29890000,29920000,29290000,29320000,1
chr21,chr21,29890000,29920000,29830000,29860000,1
chr21,chr21,29890000,29920000,29860000,29890000,1
chr21,chr21,29890000,29920000,29890000,29920000,1
chr21,chr21,29920000,29950000,29920000,29950000,1
