chr1,chr2,start1,end1,start2,end2,count
chr2,chr2,7500000,7550000,7500000,7550000,1
chr2,chr2,7500000,7550000,58500000,58550000,1
chr2,chr2,7500000,7550000,59750000,59800000,1
chr2,chr2,7750000,7800000,7750000,7800000,1
chr2,chr2,8000000,8050000,8000000,8050000,1
chr2,chr2,8000000,8050000,16750000,16800000,1
chr2,chr2,8000000,8050000,42750000,42800000,1
chr2,chr2,8250000,8300000,8250000,8300000,1
chr2,chr2,8500000,8550000,1500000,1550000,1
chr2,chr2,8500000,8550000,8500000,8550000,1
chr2,chr2,8750000,8800000,8750000,8800000,1
chr2,chr2,8750000,8800000,21250000,21300000,1
chr2,chr2,8750000,8800000,22500000,22550000,1
chr2,chr2,9000000,9050000,9000000,9050000,1
chr2,chr2,9000000,9050000,127250000,127300000,1
chr2,chr2,9250000,9300000,9250000,9300000,1
chr2,chr2,9250000,9300000,13250000,13300000,1
chr2,chr2,9500000,9550000,9500000,9550000,1
chr2,chr2,9750000,9800000,4250000,4300000,1
chr2,chr2,9750000,9800000,9750000,9800000,1
chr2,chr2,9750000,9800000,147250000,147300000,1
chr2,chr2,10000000,10050000,10000000,10050000,1
chr2,chr2,10250000,10300000,10250000,10300000,1
chr2,chr2,10250000,10300000,37000000,37050000,1
chr2,chr2,10500000,10550000,10500000,10550000,1
chr2,chr2,10750000,10800000,10750000,10800000,1
chr2,chr2,10750000,10800000,11000000,11050000,1
chr2,chr2,10750000,10800000,12500000,12550000,1
chr2,chr2,11000000,11050000,10750000,10800000,1
chr2,chr2,11000000,11050000,11000000,11050000,1
chr2,chr2,11000000,11050000,18500000,18550000,1
chr2,chr2,11250000,11300000,11250000,11300000,1
chr2,chr2,11500000,11550000,11500000,11550000,1
chr2,chr2,11750000,11800000,11750000,11800000,1
chr2,chr2,11750000,11800000,144500000,144550000,1
chr2,chr2,12000000,12050000,12000000,12050000,1
chr2,chr2,12250000,12300000,12250000,12300000,1
chr2,chr2,12500000,12550000,10750000,10800000,1
chr2,chr2,12500000,12550000,12500000,12550000,1
chr2,chr2,12500000,12550000,13000000,13050000,1
chr2,chr2,12750000,12800000,12750000,12800000,1
chr2,chr2,12750000,12800000,142000000,142050000,1
chr2,chr2,12750000,12800000,227500000,227550000,1
chr2,chr2,13000000,13050000,12500000,12550000,1
chr2,chr2,13000000,13050000,13000000,13050000,1
chr2,chr2,13000000,13050000,146500000,146550000,1
chr2,chr2,13250000,13300000,9250000,9300000,1
chr2,chr2,13250000,13300000,13250000,13300000,1
chr2,chr2,13250000,13300000,126250000,126300000,1
chr2,chr2,13250000,13300000,129750000,129800000,1
chr2,chr2,13250000,13300000,174500000,174550000,1
chr2,chr2,13500000,13550000,13500000,13550000,1
chr2,chr2,13750000,13800000,13750000,13800000,1
chr2,chr2,13750000,13800000,171500000,171550000,1
chr2,chr2,14000000,14050000,3250000,3300000,1
chr2,chr2,14000000,14050000,14000000,14050000,1
chr2,chr2,14250000,14300000,14250000,14300000,1
chr2,chr2,14250000,14300000,137000000,137050000,1
chr2,chr2,14500000,14550000,14500000,14550000,1
chr2,chr2,14500000,14550000,15000000,15050000,1
chr2,chr2,14500000,14550000,15250000,15300000,1
chr2,chr2,14750000,14800000,2250000,2300000,1
chr2,chr2,14750000,14800000,14750000,14800000,1
chr2,chr2,15000000,15050000,14500000,14550000,1
chr2,chr2,15000000,15050000,15000000,15050000,1
chr2,chr2,15000000,15050000,171500000,171550000,1
chr2,chr2,15250000,15300000,14500000,14550000,1
chr2,chr2,15250000,15300000,15250000,15300000,1
chr2,chr2,15500000,15550000,15500000,15550000,1
chr2,chr2,15750000,15800000,15750000,15800000,1
chr2,chr2,15750000,15800000,16250000,16300000,1
chr2,chr2,16000000,16050000,16000000,16050000,1
chr2,chr2,16000000,16050000,37250000,37300000,1
chr2,chr2,16000000,16050000,137250000,137300000,1
chr2,chr2,16250000,16300000,5250000,5300000,1
chr2,chr2,16250000,16300000,15750000,15800000,1
chr2,chr2,16250000,16300000,16250000,16300000,1
chr2,chr2,16250000,16300000,147500000,147550000,1
chr2,chr2,16500000,16550000,16500000,16550000,1
chr2,chr2,16500000,16550000,49500000,49550000,1
chr2,chr2,16500000,16550000,75000000,75050000,1
chr2,chr2,16500000,16550000,125750000,125800000,1
chr2,chr2,16750000,16800000,8000000,8050000,1
chr2,chr2,16750000,16800000,16750000,16800000,1
chr2,chr2,16750000,16800000,42750000,42800000,1
chr2,chr2,17000000,17050000,17000000,17050000,1
chr2,chr2,17250000,17300000,17250000,17300000,1
chr2,chr2,17500000,17550000,17500000,17550000,1
chr2,chr2,17750000,17800000,17750000,17800000,1
chr2,chr2,17750000,17800000,18750000,18800000,1
chr2,chr2,18000000,18050000,18000000,18050000,1
chr2,chr2,18250000,18300000,18250000,18300000,1
chr2,chr2,18250000,18300000,138750000,138800000,1
chr2,chr2,18250000,18300000,172500000,172550000,1
chr2,chr2,18500000,18550000,11000000,11050000,1
chr2,chr2,18500000,18550000,18500000,18550000,1
chr2,chr2,18500000,18550000,147000000,147050000,1
chr2,chr2,18750000,18800000,17750000,17800000,1
chr2,chr2,18750000,18800000,18750000,18800000,1
chr2,chr2,19000000,19050000,19000000,19050000,1
chr2,chr2,19250000,19300000,19250000,19300000,1
chr2,chr2,19250000,19300000,84000000,84050000,1
chr2,chr2,19500000,19550000,19500000,19550000,1
chr2,chr2,19500000,19550000,20500000,20550000,1
chr2,chr2,19750000,19800000,19750000,19800000,1
chr2,chr2,20000000,20050000,20000000,20050000,1
chr2,chr2,20250000,20300000,20250000,20300000,1
chr2,chr2,20500000,20550000,19500000,19550000,1
chr2,chr2,20500000,20550000,20500000,20550000,1
chr2,chr2,20500000,20550000,25500000,25550000,1
chr2,chr2,20750000,20800000,20750000,20800000,1
chr2,chr2,21000000,21050000,21000000,21050000,1
chr2,chr2,21000000,21050000,40500000,40550000,1
chr2,chr2,21250000,21300000,8750000,8800000,1
chr2,chr2,21250000,21300000,21250000,21300000,1
chr2,chr2,21250000,21300000,22500000,22550000,1
chr2,chr2,21500000,21550000,21500000,21550000,1
chr2,chr2,21750000,21800000,21750000,21800000,1
chr2,chr2,22000000,22050000,22000000,22050000,1
chr2,chr2,22000000,22050000,45500000,45550000,1
chr2,chr2,22250000,22300000,22250000,22300000,1
chr2,chr2,22500000,22550000,8750000,8800000,1
chr2,chr2,22500000,22550000,21250000,21300000,1
chr2,chr2,22500000,22550000,22500000,22550000,1
chr2,chr2,22750000,22800000,22750000,22800000,1
chr2,chr2,23000000,23050000,23000000,23050000,1
chr2,chr2,23000000,23050000,60000000,60050000,1
chr2,chr2,23250000,23300000,7250000,7300000,1
chr2,chr2,23250000,23300000,23250000,23300000,1
chr2,chr2,23250000,23300000,40500000,40550000,1
chr2,chr2,23500000,23550000,23500000,23550000,1
chr2,chr2,23500000,23550000,25500000,25550000,1
chr2,chr2,23750000,23800000,23750000,23800000,1
chr2,chr2,24000000,24050000,24000000,24050000,1
chr2,chr2,24250000,24300000,24250000,24300000,1
chr2,chr2,24500000,24550000,24500000,24550000,1
chr2,chr2,24750000,24800000,24750000,24800000,1
chr2,chr2,25000000,25050000,25000000,25050000,1
chr2,chr2,25250000,25300000,25250000,25300000,1
chr2,chr2,25250000,25300000,46250000,46300000,1
chr2,chr2,25500000,25550000,20500000,20550000,1
chr2,chr2,25500000,25550000,23500000,23550000,1
chr2,chr2,25500000,25550000,25500000,25550000,1
chr2,chr2,25750000,25800000,25750000,25800000,1
chr2,chr2,26000000,26050000,26000000,26050000,1
chr2,chr2,26250000,26300000,26250000,26300000,1
chr2,chr2,26250000,26300000,26500000,26550000,1
chr2,chr2,26500000,26550000,26250000,26300000,1
chr2,chr2,26500000,26550000,26500000,26550000,1
chr2,chr2,26500000,26550000,36500000,36550000,1
chr2,chr2,26500000,26550000,112750000,112800000,1
chr2,chr2,26750000,26800000,26750000,26800000,1
chr2,chr2,26750000,26800000,37000000,37050000,1
chr2,chr2,26750000,26800000,46750000,46800000,1
chr2,chr2,26750000,26800000,171750000,171800000,1
chr2,chr2,26750000,26800000,182250000,182300000,1
chr2,chr2,27000000,27050000,27000000,27050000,1
chr2,chr2,27250000,27300000,27250000,27300000,1
chr2,chr2,27500000,27550000,27500000,27550000,1
chr2,chr2,27500000,27550000,133250000,133300000,1
chr2,chr2,27500000,27550000,168000000,168050000,1
chr2,chr2,27750000,27800000,27750000,27800000,1
chr2,chr2,28000000,28050000,28000000,28050000,1
chr2,chr2,28250000,28300000,28250000,28300000,1
chr2,chr2,28250000,28300000,28500000,28550000,1
chr2,chr2,28500000,28550000,28250000,28300000,1
chr2,chr2,28500000,28550000,28500000,28550000,1
chr2,chr2,28750000,28800000,28750000,28800000,1
chr2,chr2,28750000,28800000,29000000,29050000,1
chr2,chr2,29000000,29050000,28750000,28800000,1
chr2,chr2,29000000,29050000,29000000,29050000,1
chr2,chr2,29250000,29300000,29250000,29300000,1
chr2,chr2,29250000,29300000,29750000,29800000,1
chr2,chr2,29250000,29300000,169250000,169300000,1
chr2,chr2,29500000,29550000,29500000,29550000,1
chr2,chr2,29750000,29800000,29250000,29300000,1
chr2,chr2,29750000,29800000,29750000,29800000,1
chr2,chr2,29750000,29800000,169250000,169300000,1
chr2,chr2,30000000,30050000,30000000,30050000,1
chr2,chr2,30000000,30050000,30250000,30300000,1
chr2,chr2,30250000,30300000,30000000,30050000,1
chr2,chr2,30250000,30300000,30250000,30300000,1
chr2,chr2,30500000,30550000,30500000,30550000,1
chr2,chr2,30750000,30800000,30750000,30800000,1
chr2,chr2,30750000,30800000,33000000,33050000,1
chr2,chr2,31000000,31050000,31000000,31050000,1
chr2,chr2,31000000,31050000,172250000,172300000,1
chr2,chr2,31250000,31300000,1000000,1050000,1
chr2,chr2,31250000,31300000,1500000,1550000,1
chr2,chr2,31250000,31300000,31250000,31300000,1
chr2,chr2,31500000,31550000,31500000,31550000,1
chr2,chr2,31750000,31800000,31750000,31800000,1
chr2,chr2,32000000,32050000,32000000,32050000,1
chr2,chr2,32250000,32300000,32250000,32300000,1
chr2,chr2,32500000,32550000,32500000,32550000,1
chr2,chr2,32750000,32800000,32750000,32800000,1
chr2,chr2,33000000,33050000,30750000,30800000,1
chr2,chr2,33000000,33050000,33000000,33050000,1
chr2,chr2,33250000,33300000,33250000,33300000,1
chr2,chr2,33500000,33550000,33500000,33550000,1
chr2,chr2,33750000,33800000,33750000,33800000,1
chr2,chr2,33750000,33800000,34250000,34300000,1
chr2,chr2,33750000,33800000,35000000,35050000,1
chr2,chr2,34000000,34050000,34000000,34050000,1
chr2,chr2,34000000,34050000,43250000,43300000,1
chr2,chr2,34250000,34300000,33750000,33800000,1
chr2,chr2,34250000,34300000,34250000,34300000,1
chr2,chr2,34250000,34300000,35000000,35050000,1
chr2,chr2,34500000,34550000,34500000,34550000,1
chr2,chr2,34750000,34800000,34750000,34800000,1
chr2,chr2,35000000,35050000,33750000,33800000,1
chr2,chr2,35000000,35050000,34250000,34300000,1
chr2,chr2,35000000,35050000,35000000,35050000,1
chr2,chr2,35000000,35050000,38750000,38800000,1
chr2,chr2,35250000,35300000,35250000,35300000,1
chr2,chr2,35500000,35550000,35500000,35550000,1
chr2,chr2,35500000,35550000,40250000,40300000,1
chr2,chr2,35750000,35800000,35750000,35800000,1
chr2,chr2,36000000,36050000,5250000,5300000,1
chr2,chr2,36000000,36050000,36000000,36050000,1
chr2,chr2,36250000,36300000,36250000,36300000,1
chr2,chr2,36250000,36300000,47250000,47300000,1
chr2,chr2,36250000,36300000,147500000,147550000,1
chr2,chr2,36500000,36550000,26500000,26550000,1
chr2,chr2,36500000,36550000,36500000,36550000,1
chr2,chr2,36500000,36550000,112750000,112800000,1
chr2,chr2,36750000,36800000,36750000,36800000,1
chr2,chr2,37000000,37050000,10250000,10300000,1
chr2,chr2,37000000,37050000,26750000,26800000,1
chr2,chr2,37000000,37050000,37000000,37050000,1
chr2,chr2,37250000,37300000,16000000,16050000,1
chr2,chr2,37250000,37300000,37250000,37300000,1
chr2,chr2,37500000,37550000,37500000,37550000,1
chr2,chr2,37500000,37550000,138750000,138800000,1
chr2,chr2,37500000,37550000,171750000,171800000,1
chr2,chr2,37750000,37800000,37750000,37800000,1
chr2,chr2,38250000,38300000,3750000,3800000,1
chr2,chr2,38250000,38300000,38250000,38300000,1
chr2,chr2,38500000,38550000,38500000,38550000,1
chr2,chr2,38750000,38800000,35000000,35050000,1
chr2,chr2,38750000,38800000,38750000,38800000,1
chr2,chr2,39000000,39050000,39000000,39050000,1
chr2,chr2,39250000,39300000,39250000,39300000,1
chr2,chr2,39500000,39550000,39500000,39550000,1
chr2,chr2,39500000,39550000,41000000,41050000,1
chr2,chr2,39750000,39800000,39750000,39800000,1
chr2,chr2,40000000,40050000,40000000,40050000,1
chr2,chr2,40000000,40050000,40750000,40800000,1
chr2,chr2,40250000,40300000,4000000,4050000,1
chr2,chr2,40250000,40300000,35500000,35550000,1
chr2,chr2,40250000,40300000,40250000,40300000,1
chr2,chr2,40500000,40550000,21000000,21050000,1
chr2,chr2,40500000,40550000,23250000,23300000,1
chr2,chr2,40500000,40550000,40500000,40550000,1
chr2,chr2,40750000,40800000,40000000,40050000,1
chr2,chr2,40750000,40800000,40750000,40800000,1
chr2,chr2,41000000,41050000,39500000,39550000,1
chr2,chr2,41000000,41050000,41000000,41050000,1
chr2,chr2,41250000,41300000,41250000,41300000,1
chr2,chr2,41500000,41550000,41500000,41550000,1
chr2,chr2,41500000,41550000,44500000,44550000,1
chr2,chr2,41500000,41550000,53500000,53550000,1
chr2,chr2,41750000,41800000,41750000,41800000,1
chr2,chr2,42000000,42050000,42000000,42050000,1
chr2,chr2,42250000,42300000,42250000,42300000,1
chr2,chr2,42500000,42550000,42500000,42550000,1
chr2,chr2,42750000,42800000,8000000,8050000,1
chr2,chr2,42750000,42800000,16750000,16800000,1
chr2,chr2,42750000,42800000,42750000,42800000,1
chr2,chr2,43000000,43050000,43000000,43050000,1
chr2,chr2,43000000,43050000,43500000,43550000,1
chr2,chr2,43250000,43300000,34000000,34050000,1
chr2,chr2,43250000,43300000,43250000,43300000,1
chr2,chr2,43250000,43300000,44000000,44050000,1
chr2,chr2,43500000,43550000,43000000,43050000,1
chr2,chr2,43500000,43550000,43500000,43550000,1
chr2,chr2,43750000,43800000,43750000,43800000,1
chr2,chr2,44000000,44050000,43250000,43300000,1
chr2,chr2,44000000,44050000,44000000,44050000,1
chr2,chr2,44000000,44050000,45000000,45050000,1
chr2,chr2,44250000,44300000,44250000,44300000,1
chr2,chr2,44500000,44550000,41500000,41550000,1
chr2,chr2,44500000,44550000,44500000,44550000,1
chr2,chr2,44500000,44550000,53500000,53550000,1
chr2,chr2,44750000,44800000,44750000,44800000,1
chr2,chr2,45000000,45050000,44000000,44050000,1
chr2,chr2,45000000,45050000,45000000,45050000,1
chr2,chr2,45250000,45300000,45250000,45300000,1
chr2,chr2,45500000,45550000,22000000,22050000,1
chr2,chr2,45500000,45550000,45500000,45550000,1
chr2,chr2,45750000,45800000,45750000,45800000,1
chr2,chr2,46000000,46050000,46000000,46050000,1
chr2,chr2,46250000,46300000,25250000,25300000,1
chr2,chr2,46250000,46300000,46250000,46300000,1
chr2,chr2,46500000,46550000,46500000,46550000,1
chr2,chr2,46500000,46550000,65000000,65050000,1
chr2,chr2,46500000,46550000,90000000,90050000,1
chr2,chr2,46750000,46800000,26750000,26800000,1
chr2,chr2,46750000,46800000,46750000,46800000,1
chr2,chr2,46750000,46800000,130250000,130300000,1
chr2,chr2,46750000,46800000,135250000,135300000,1
chr2,chr2,46750000,46800000,182250000,182300000,1
chr2,chr2,47000000,47050000,47000000,47050000,1
chr2,chr2,47000000,47050000,47500000,47550000,1
chr2,chr2,47250000,47300000,36250000,36300000,1
chr2,chr2,47250000,47300000,47250000,47300000,1
chr2,chr2,47250000,47300000,147500000,147550000,1
chr2,chr2,47500000,47550000,47000000,47050000,1
chr2,chr2,47500000,47550000,47500000,47550000,1
chr2,chr2,47750000,47800000,47750000,47800000,1
chr2,chr2,47750000,47800000,106750000,106800000,1
chr2,chr2,48000000,48050000,48000000,48050000,1
chr2,chr2,48250000,48300000,48250000,48300000,1
chr2,chr2,48500000,48550000,48500000,48550000,1
chr2,chr2,48750000,48800000,48750000,48800000,1
chr2,chr2,49000000,49050000,49000000,49050000,1
chr2,chr2,49000000,49050000,108500000,108550000,1
chr2,chr2,49250000,49300000,49250000,49300000,1
chr2,chr2,49500000,49550000,16500000,16550000,1
chr2,chr2,49500000,49550000,49500000,49550000,1
chr2,chr2,49500000,49550000,75000000,75050000,1
chr2,chr2,49500000,49550000,125750000,125800000,1
chr2,chr2,49750000,49800000,49750000,49800000,1
chr2,chr2,49750000,49800000,50000000,50050000,1
chr2,chr2,50000000,50050000,49750000,49800000,1
chr2,chr2,50000000,50050000,50000000,50050000,1
chr2,chr2,50000000,50050000,107250000,107300000,1
chr2,chr2,50250000,50300000,50250000,50300000,1
chr2,chr2,50250000,50300000,84500000,84550000,1
chr2,chr2,50250000,50300000,103500000,103550000,1
chr2,chr2,50250000,50300000,119000000,119050000,1
chr2,chr2,50500000,50550000,50500000,50550000,1
chr2,chr2,50500000,50550000,51250000,51300000,1
chr2,chr2,50750000,50800000,50750000,50800000,1
chr2,chr2,51000000,51050000,51000000,51050000,1
chr2,chr2,51000000,51050000,53250000,53300000,1
chr2,chr2,51250000,51300000,50500000,50550000,1
chr2,chr2,51250000,51300000,51250000,51300000,1
chr2,chr2,51250000,51300000,99250000,99300000,1
chr2,chr2,51500000,51550000,51500000,51550000,1
chr2,chr2,51750000,51800000,51750000,51800000,1
chr2,chr2,52000000,52050000,52000000,52050000,1
chr2,chr2,52250000,52300000,52250000,52300000,1
chr2,chr2,52500000,52550000,52500000,52550000,1
chr2,chr2,52750000,52800000,52750000,52800000,1
chr2,chr2,52750000,52800000,63500000,63550000,1
chr2,chr2,53000000,53050000,53000000,53050000,1
chr2,chr2,53250000,53300000,51000000,51050000,1
chr2,chr2,53250000,53300000,53250000,53300000,1
chr2,chr2,53500000,53550000,41500000,41550000,1
chr2,chr2,53500000,53550000,44500000,44550000,1
chr2,chr2,53500000,53550000,53500000,53550000,1
chr2,chr2,53750000,53800000,53750000,53800000,1
chr2,chr2,53750000,53800000,55500000,55550000,1
chr2,chr2,54000000,54050000,54000000,54050000,1
chr2,chr2,54000000,54050000,77000000,77050000,1
chr2,chr2,54250000,54300000,54250000,54300000,1
chr2,chr2,54500000,54550000,54500000,54550000,1
chr2,chr2,54500000,54550000,64250000,64300000,1
chr2,chr2,54750000,54800000,54750000,54800000,1
chr2,chr2,55000000,55050000,55000000,55050000,1
chr2,chr2,55000000,55050000,62250000,62300000,1
chr2,chr2,55000000,55050000,63750000,63800000,1
chr2,chr2,55250000,55300000,55250000,55300000,1
chr2,chr2,55500000,55550000,53750000,53800000,1
chr2,chr2,55500000,55550000,55500000,55550000,1
chr2,chr2,55750000,55800000,55750000,55800000,1
chr2,chr2,55750000,55800000,64250000,64300000,1
chr2,chr2,56000000,56050000,56000000,56050000,1
chr2,chr2,56250000,56300000,56250000,56300000,1
chr2,chr2,56500000,56550000,56500000,56550000,1
chr2,chr2,56750000,56800000,56750000,56800000,1
chr2,chr2,57000000,57050000,57000000,57050000,1
chr2,chr2,57250000,57300000,57250000,57300000,1
chr2,chr2,57500000,57550000,57500000,57550000,1
chr2,chr2,57500000,57550000,64250000,64300000,1
chr2,chr2,57750000,57800000,57750000,57800000,1
chr2,chr2,58000000,58050000,58000000,58050000,1
chr2,chr2,58250000,58300000,58250000,58300000,1
chr2,chr2,58500000,58550000,7500000,7550000,1
chr2,chr2,58500000,58550000,58500000,58550000,1
chr2,chr2,58750000,58800000,58750000,58800000,1
chr2,chr2,59000000,59050000,59000000,59050000,1
chr2,chr2,59250000,59300000,59250000,59300000,1
chr2,chr2,59250000,59300000,85000000,85050000,1
chr2,chr2,59250000,59300000,85250000,85300000,1
chr2,chr2,59500000,59550000,59500000,59550000,1
chr2,chr2,59500000,59550000,101500000,101550000,1
chr2,chr2,59750000,59800000,7500000,7550000,1
chr2,chr2,59750000,59800000,59750000,59800000,1
chr2,chr2,60000000,60050000,23000000,23050000,1
chr2,chr2,60000000,60050000,60000000,60050000,1
chr2,chr2,60250000,60300000,60250000,60300000,1
chr2,chr2,60750000,60800000,60750000,60800000,1
chr2,chr2,61000000,61050000,61000000,61050000,1
chr2,chr2,61000000,61050000,71500000,71550000,1
chr2,chr2,61000000,61050000,72000000,72050000,1
chr2,chr2,61250000,61300000,61250000,61300000,1
chr2,chr2,61500000,61550000,61500000,61550000,1
chr2,chr2,61750000,61800000,61750000,61800000,1
chr2,chr2,61750000,61800000,68500000,68550000,1
chr2,chr2,62000000,62050000,62000000,62050000,1
chr2,chr2,62250000,62300000,55000000,55050000,1
chr2,chr2,62250000,62300000,62250000,62300000,1
chr2,chr2,62250000,62300000,63750000,63800000,1
chr2,chr2,62250000,62300000,76500000,76550000,1
chr2,chr2,62500000,62550000,62500000,62550000,1
chr2,chr2,62750000,62800000,62750000,62800000,1
chr2,chr2,63000000,63050000,63000000,63050000,1
chr2,chr2,63250000,63300000,63250000,63300000,1
chr2,chr2,63500000,63550000,52750000,52800000,1
chr2,chr2,63500000,63550000,63500000,63550000,1
chr2,chr2,63750000,63800000,55000000,55050000,1
chr2,chr2,63750000,63800000,62250000,62300000,1
chr2,chr2,63750000,63800000,63750000,63800000,1
chr2,chr2,64000000,64050000,64000000,64050000,1
chr2,chr2,64000000,64050000,64500000,64550000,1
chr2,chr2,64000000,64050000,69250000,69300000,1
chr2,chr2,64000000,64050000,88500000,88550000,1
chr2,chr2,64000000,64050000,89000000,89050000,1
chr2,chr2,64250000,64300000,54500000,54550000,1
chr2,chr2,64250000,64300000,55750000,55800000,1
chr2,chr2,64250000,64300000,57500000,57550000,1
chr2,chr2,64250000,64300000,64250000,64300000,1
chr2,chr2,64500000,64550000,64000000,64050000,1
chr2,chr2,64500000,64550000,64500000,64550000,1
chr2,chr2,64500000,64550000,69250000,69300000,1
chr2,chr2,64500000,64550000,88500000,88550000,1
chr2,chr2,64500000,64550000,89000000,89050000,1
chr2,chr2,64750000,64800000,64750000,64800000,1
chr2,chr2,64750000,64800000,155500000,155550000,1
chr2,chr2,65000000,65050000,46500000,46550000,1
chr2,chr2,65000000,65050000,65000000,65050000,1
chr2,chr2,65000000,65050000,73000000,73050000,1
chr2,chr2,65000000,65050000,90000000,90050000,1
chr2,chr2,65250000,65300000,65250000,65300000,1
chr2,chr2,65500000,65550000,65500000,65550000,1
chr2,chr2,65750000,65800000,65750000,65800000,1
chr2,chr2,66000000,66050000,66000000,66050000,1
chr2,chr2,66000000,66050000,74000000,74050000,1
chr2,chr2,66250000,66300000,66250000,66300000,1
chr2,chr2,66250000,66300000,69000000,69050000,1
chr2,chr2,66500000,66550000,66500000,66550000,1
chr2,chr2,66750000,66800000,66750000,66800000,1
chr2,chr2,67000000,67050000,67000000,67050000,1
chr2,chr2,67250000,67300000,67250000,67300000,1
chr2,chr2,67250000,67300000,67500000,67550000,1
chr2,chr2,67500000,67550000,67250000,67300000,1
chr2,chr2,67500000,67550000,67500000,67550000,1
chr2,chr2,67750000,67800000,67750000,67800000,1
chr2,chr2,68000000,68050000,68000000,68050000,1
chr2,chr2,68250000,68300000,68250000,68300000,1
chr2,chr2,68500000,68550000,61750000,61800000,1
chr2,chr2,68500000,68550000,68500000,68550000,1
chr2,chr2,68750000,68800000,68750000,68800000,1
chr2,chr2,69000000,69050000,66250000,66300000,1
chr2,chr2,69000000,69050000,69000000,69050000,1
chr2,chr2,69000000,69050000,75750000,75800000,1
chr2,chr2,69250000,69300000,64000000,64050000,1
chr2,chr2,69250000,69300000,64500000,64550000,1
chr2,chr2,69250000,69300000,69250000,69300000,1
chr2,chr2,69250000,69300000,88500000,88550000,1
chr2,chr2,69250000,69300000,89000000,89050000,1
chr2,chr2,69500000,69550000,69500000,69550000,1
chr2,chr2,69750000,69800000,69750000,69800000,1
chr2,chr2,70000000,70050000,70000000,70050000,1
chr2,chr2,70250000,70300000,70250000,70300000,1
chr2,chr2,70500000,70550000,70500000,70550000,1
chr2,chr2,70500000,70550000,83500000,83550000,1
chr2,chr2,70750000,70800000,70750000,70800000,1
chr2,chr2,71000000,71050000,71000000,71050000,1
chr2,chr2,71000000,71050000,75250000,75300000,1
chr2,chr2,71250000,71300000,71250000,71300000,1
chr2,chr2,71500000,71550000,61000000,61050000,1
chr2,chr2,71500000,71550000,71500000,71550000,1
chr2,chr2,71750000,71800000,71750000,71800000,1
chr2,chr2,72000000,72050000,61000000,61050000,1
chr2,chr2,72000000,72050000,72000000,72050000,1
chr2,chr2,72250000,72300000,72250000,72300000,1
chr2,chr2,72500000,72550000,72500000,72550000,1
chr2,chr2,72750000,72800000,72750000,72800000,1
chr2,chr2,73000000,73050000,65000000,65050000,1
chr2,chr2,73000000,73050000,73000000,73050000,1
chr2,chr2,73250000,73300000,73250000,73300000,1
chr2,chr2,73500000,73550000,73500000,73550000,1
